dependency,type,group,name,license_id,version,publish_details,services
@aws-sdk/util-user-agent-node,library,@aws-sdk,util-user-agent-node,Apache-2.0,3.433.0,published 10 months ago by aws-sdk-bot <aws-sdk-js-automation@amazon.com>,merchant-registry-svc
,,,,,3.577.0,published 3 months ago by aws-sdk-bot <aws-sdk-js-automation@amazon.com>,reporting-events-processor-svc
@aws-sdk/util-utf8-browser,library,@aws-sdk,util-utf8-browser,Apache-2.0,3.259.0,published a year ago by aws-sdk-bot <aws-sdk-js-automation@amazon.com>,merchant-registry-svc
,,,,,,,reporting-events-processor-svc
@aws-sdk/xml-builder,library,@aws-sdk,xml-builder,Apache-2.0,3.310.0,published a year ago by aws-sdk-bot <aws-sdk-js-automation@amazon.com>,merchant-registry-svc
@babel/cli,library,@babel,cli,MIT,7.22.15,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,thirdparty-sdk
@babel/code-frame,library,@babel,code-frame,MIT,7.0.0,published over a year ago by hzoo <hi@henryzoo.com>,finance-portal-lib
,,,,,7.10.1,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,oracle-shared-library
,,,,,7.10.3,published over a year ago by jlhwung <i@jhuang.me>,finance-portal-lib
,,,,,7.10.4,published over a year ago by jlhwung <i@jhuang.me>,ml-testing-toolkit-ui
,,,,,7.12.11,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,alias-oracle
,,,,,,,als-oracle-pathfinder
,,,,,,,ml-testing-toolkit-ui
,,,,,,,mojaloop-simulator
,,,,,7.12.13,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,ml-iso-hackathon
,,,,,,,operator-settlement
,,,,,,,settlement-management
,,,,,7.14.5,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,alias-oracle
,,,,,,,business-operations-framework-docs
,,,,,,,mojaloop-business-docs
,,,,,,,reference-architecture-doc
,,,,,7.16.0,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,reporting-hub-bop-api-svc
,,,,,,,reporting
,,,,,7.18.6,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,fx-converter-template
,,,,,,,platform-shared-lib
,,,,,,,sdk-core-connector-openpayments-api-svc
,,,,,,,sdk-core-connector-rafiki-api-svc
,,,,,,,simulator
,,,,,7.22.13,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,alias-oracle
,,,,,,,als-consent-oracle
,,,,,,,api-snippets
,,,,,,,auditing-bc
,,,,,,,auth-service
,,,,,,,documentation
,,,,,,,email-notifier
,,,,,,,merchant-registry-svc
,,,,,,,ml-testing-toolkit-shared-lib
,,,,,,,mojaloop-simulator
,,,,,,,thirdparty-api-bc
,,,,,,,thirdparty-sdk
,,,,,,,transaction-requests-service
,,,,,7.22.5,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,security-rbac-tests
,,,,,7.23.5,published 9 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,als-oracle-pathfinder
,,,,,,,beneficiary-management-system-svc
,,,,,,,cert-management-bc
,,,,,,,event-stream-processor
,,,,,,,foreign-exchange-bc
,,,,,,,logging-bc
,,,,,,,mifos-core-connector
,,,,,,,ml-testing-toolkit-client-lib
,,,,,,,payment-token-adapter
,,,,,,,role-assignment-service
,,,,,,,security-role-perm-operator-svc
,,,,,7.24.1,published 5 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,central-services-error-handling
,,,,,,,central-services-health
,,,,,7.24.2,published 5 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,central-services-metrics
,,,,,,,ml-number
,,,,,,,ml-testing-toolkit-ui
,,,,,,,object-store-lib
,,,,,,,reporting-bc
,,,,,,,reporting-events-processor-svc
,,,,,,,sdk-standard-components
,,,,,7.24.6,published 3 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,account-lookup-bc
,,,,,,,central-event-processor
,,,,,,,platform-shared-tools
,,,,,,,typescript-svc-template
,,,,,7.24.7,published 3 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,account-lookup-service
,,,,,,,accounts-and-balances-bc
,,,,,,,beneficiary-registration-portal-frontend
,,,,,,,bulk-api-adapter
,,,,,,,central-ledger
,,,,,,,central-services-logger
,,,,,,,central-services-shared
,,,,,,,central-services-stream
,,,,,,,central-settlement
,,,,,,,database-lib
,,,,,,,event-sdk
,,,,,,,event-sidecar
,,,,,,,interop-apis-bc
,,,,,,,ml-testing-toolkit
,,,,,,,participants-bc
,,,,,,,platform-configuration-bc
,,,,,,,quoting-bc
,,,,,,,scheduling-bc
,,,,,,,settlements-bc
,,,,,,,thirdparty-api-svc
,,,,,,,transfers-bc
,,,,,,,typescript-bc-template
,,,,,7.5.5,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,settlement-management
,,,,,7.8.3,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,poc-architecture
@babel/compat-data,library,@babel,compat-data,MIT,7.14.5,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,alias-oracle
,,,,,,,reference-architecture-doc
,,,,,7.15.0,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,business-operations-framework-docs
,,,,,,,central-event-processor
,,,,,,,event-stream-processor
,,,,,,,mojaloop-business-docs
,,,,,7.16.0,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,reporting-hub-bop-api-svc
,,,,,7.16.4,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,reporting
,,,,,7.17.10,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,ml-testing-toolkit-client-lib
,,,,,,,object-store-lib
,,,,,7.18.8,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,als-oracle-pathfinder
,,,,,,,central-services-error-handling
,,,,,,,email-notifier
,,,,,7.19.0,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,api-snippets
,,,,,7.19.1,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,platform-shared-lib
,,,,,7.21.0,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,fx-converter-template
,,,,,,,sdk-core-connector-openpayments-api-svc
,,,,,,,sdk-core-connector-rafiki-api-svc
,,,,,7.22.20,published 11 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,auth-service
,,,,,,,documentation
,,,,,,,ml-testing-toolkit-shared-lib
,,,,,,,mojaloop-simulator
,,,,,,,thirdparty-api-bc
,,,,,7.22.5,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,security-rbac-tests
,,,,,7.22.9,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,central-services-metrics
,,,,,,,central-settlement
,,,,,,,ml-number
,,,,,,,platform-shared-tools
,,,,,,,thirdparty-sdk
,,,,,,,transaction-requests-service
,,,,,7.23.2,published 11 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,als-consent-oracle
,,,,,,,auditing-bc
,,,,,,,merchant-registry-svc
,,,,,7.23.5,published 9 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,beneficiary-management-system-svc
,,,,,,,cert-management-bc
,,,,,,,foreign-exchange-bc
,,,,,,,logging-bc
,,,,,,,mifos-core-connector
,,,,,,,payment-token-adapter
,,,,,,,role-assignment-service
,,,,,,,security-role-perm-operator-svc
,,,,,7.24.1,published 5 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,ml-testing-toolkit-ui
,,,,,7.24.4,published 5 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,reporting-bc
,,,,,,,reporting-events-processor-svc
,,,,,,,sdk-standard-components
,,,,,7.24.6,published 3 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,account-lookup-bc
,,,,,,,typescript-svc-template
,,,,,7.24.7,published 3 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,account-lookup-service
,,,,,,,accounts-and-balances-bc
,,,,,,,beneficiary-registration-portal-frontend
,,,,,,,bulk-api-adapter
,,,,,,,central-ledger
,,,,,,,central-services-shared
,,,,,,,central-services-stream
,,,,,,,database-lib
,,,,,,,event-sdk
,,,,,,,event-sidecar
,,,,,,,ml-testing-toolkit
,,,,,,,participants-bc
,,,,,,,platform-configuration-bc
,,,,,,,quoting-bc
,,,,,,,thirdparty-api-svc
,,,,,7.24.9,published a month ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,central-services-logger
,,,,,,,interop-apis-bc
,,,,,,,transfers-bc
,,,,,7.25.2,published a month ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,settlements-bc
,,,,,7.25.4,published 2 weeks ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,scheduling-bc
,,,,,,,typescript-bc-template
@babel/core,library,@babel,core,MIT,7.1.6,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,finance-portal-lib
,,,,,7.10.2,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,central-services-health
,,,,,,,oracle-shared-library
,,,,,7.10.3,published over a year ago by jlhwung <i@jhuang.me>,finance-portal-lib
,,,,,7.12.13,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,settlement-management
,,,,,7.12.3,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,ml-testing-toolkit-ui
,,,,,7.14.6,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,alias-oracle
,,,,,,,reference-architecture-doc
,,,,,7.14.8,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,platform-shared-tools
,,,,,7.15.0,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,central-event-processor
,,,,,,,event-stream-processor
,,,,,7.15.5,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,business-operations-framework-docs
,,,,,,,mojaloop-business-docs
,,,,,7.16.0,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,reporting-hub-bop-api-svc
,,,,,7.16.5,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,reporting
,,,,,7.18.0,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,object-store-lib
,,,,,7.18.2,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,ml-testing-toolkit-client-lib
,,,,,7.18.6,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,central-services-error-handling
,,,,,7.18.9,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,als-oracle-pathfinder
,,,,,,,email-notifier
,,,,,7.19.0,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,api-snippets
,,,,,7.19.1,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,platform-shared-lib
,,,,,7.21.0,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,fx-converter-template
,,,,,,,sdk-core-connector-rafiki-api-svc
,,,,,7.21.3,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,sdk-core-connector-openpayments-api-svc
,,,,,7.22.10,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,ml-number
,,,,,7.22.11,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,central-services-metrics
,,,,,7.22.15,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,central-settlement
,,,,,7.22.17,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,thirdparty-sdk
,,,,,,,transaction-requests-service
,,,,,7.22.20,published 11 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,auth-service
,,,,,,,ml-testing-toolkit-shared-lib
,,,,,7.22.5,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,security-rbac-tests
,,,,,7.22.9,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,platform-shared-tools
,,,,,7.23.0,published 11 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,documentation
,,,,,,,mojaloop-simulator
,,,,,,,thirdparty-api-bc
,,,,,7.23.2,published 11 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,als-consent-oracle
,,,,,,,auditing-bc
,,,,,,,merchant-registry-svc
,,,,,7.23.7,published 8 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,role-assignment-service
,,,,,7.23.9,published 7 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,cert-management-bc
,,,,,,,foreign-exchange-bc
,,,,,,,logging-bc
,,,,,,,payment-token-adapter
,,,,,,,security-role-perm-operator-svc
,,,,,7.24.0,published 6 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,beneficiary-management-system-svc
,,,,,,,mifos-core-connector
,,,,,7.24.3,published 5 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,ml-testing-toolkit-ui
,,,,,7.24.4,published 5 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,sdk-standard-components
,,,,,7.24.5,published 4 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,reporting-bc
,,,,,,,reporting-events-processor-svc
,,,,,7.24.6,published 3 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,account-lookup-bc
,,,,,,,typescript-svc-template
,,,,,7.24.7,published 3 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,account-lookup-service
,,,,,,,accounts-and-balances-bc
,,,,,,,beneficiary-registration-portal-frontend
,,,,,,,bulk-api-adapter
,,,,,,,central-ledger
,,,,,,,central-services-shared
,,,,,,,central-services-stream
,,,,,,,database-lib
,,,,,,,event-sdk
,,,,,,,event-sidecar
,,,,,,,ml-testing-toolkit
,,,,,,,participants-bc
,,,,,,,platform-configuration-bc
,,,,,,,quoting-bc
,,,,,,,thirdparty-api-svc
,,,,,7.24.9,published a month ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,central-services-logger
,,,,,,,interop-apis-bc
,,,,,,,transfers-bc
,,,,,7.25.2,published a month ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,scheduling-bc
,,,,,,,settlements-bc
,,,,,,,typescript-bc-template
,,,,,7.8.3,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,platform-shared-tools
@babel/eslint-parser,library,@babel,eslint-parser,MIT,7.23.10,published 7 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,beneficiary-management-system-svc
,,,,,7.24.7,published 3 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,beneficiary-registration-portal-frontend
@babel/generator,library,@babel,generator,MIT,7.1.6,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,finance-portal-lib
,,,,,7.10.2,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,oracle-shared-library
,,,,,7.10.3,published over a year ago by jlhwung <i@jhuang.me>,finance-portal-lib
,,,,,7.12.15,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,settlement-management
,,,,,7.14.5,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,reference-architecture-doc
,,,,,7.14.8,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,platform-shared-tools
,,,,,7.15.4,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,business-operations-framework-docs
,,,,,,,mojaloop-business-docs
,,,,,7.16.0,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,reporting-hub-bop-api-svc
,,,,,7.16.5,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,reporting
,,,,,7.19.0,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,platform-shared-lib
,,,,,7.21.1,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,fx-converter-template
,,,,,,,sdk-core-connector-rafiki-api-svc
,,,,,7.21.3,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,sdk-core-connector-openpayments-api-svc
,,,,,7.22.15,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,ml-testing-toolkit-shared-lib
,,,,,,,thirdparty-sdk
,,,,,7.22.5,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,security-rbac-tests
,,,,,7.23.0,published 11 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,alias-oracle
,,,,,,,als-consent-oracle
,,,,,,,api-snippets
,,,,,,,auditing-bc
,,,,,,,auth-service
,,,,,,,email-notifier
,,,,,,,merchant-registry-svc
,,,,,,,mojaloop-simulator
,,,,,,,thirdparty-api-bc
,,,,,,,transaction-requests-service
,,,,,7.23.3,published 10 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,documentation
,,,,,7.23.6,published 9 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,als-oracle-pathfinder
,,,,,,,beneficiary-management-system-svc
,,,,,,,cert-management-bc
,,,,,,,event-stream-processor
,,,,,,,foreign-exchange-bc
,,,,,,,logging-bc
,,,,,,,mifos-core-connector
,,,,,,,ml-testing-toolkit-client-lib
,,,,,,,payment-token-adapter
,,,,,,,role-assignment-service
,,,,,,,security-role-perm-operator-svc
,,,,,7.24.1,published 5 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,central-services-error-handling
,,,,,,,central-services-health
,,,,,,,ml-testing-toolkit-ui
,,,,,7.24.10,published a month ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,central-services-logger
,,,,,,,interop-apis-bc
,,,,,,,transfers-bc
,,,,,7.24.4,published 5 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,central-services-metrics
,,,,,,,ml-number
,,,,,,,object-store-lib
,,,,,,,sdk-standard-components
,,,,,7.24.5,published 4 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,reporting-bc
,,,,,,,reporting-events-processor-svc
,,,,,7.24.6,published 3 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,account-lookup-bc
,,,,,,,central-event-processor
,,,,,,,platform-shared-tools
,,,,,,,typescript-svc-template
,,,,,7.24.7,published 3 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,account-lookup-service
,,,,,,,accounts-and-balances-bc
,,,,,,,beneficiary-registration-portal-frontend
,,,,,,,bulk-api-adapter
,,,,,,,central-ledger
,,,,,,,central-services-shared
,,,,,,,central-services-stream
,,,,,,,central-settlement
,,,,,,,database-lib
,,,,,,,event-sdk
,,,,,,,event-sidecar
,,,,,,,ml-testing-toolkit
,,,,,,,participants-bc
,,,,,,,platform-configuration-bc
,,,,,,,quoting-bc
,,,,,,,thirdparty-api-svc
,,,,,7.25.0,published a month ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,settlements-bc
,,,,,7.25.6,published a week ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,scheduling-bc
,,,,,,,typescript-bc-template
@babel/helper-annotate-as-pure,library,@babel,helper-annotate-as-pure,MIT,7.14.5,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,platform-shared-tools
,,,,,,,reference-architecture-doc
,,,,,7.15.4,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,business-operations-framework-docs
,,,,,,,mojaloop-business-docs
,,,,,7.22.5,published a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,beneficiary-management-system-svc
,,,,,,,documentation
,,,,,,,ml-testing-toolkit-ui
,,,,,,,platform-shared-tools
,,,,,,,thirdparty-sdk
,,,,,7.24.7,published 3 months ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,beneficiary-registration-portal-frontend
@babel/helper-builder-binary-assignment-operator-visitor,library,@babel,helper-builder-binary-assignment-operator-visitor,MIT,7.14.5,published over a year ago by nicolo-ribaudo <nicolo.ribaudo@gmail.com>,reference-architecture-doc
